ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU4+StopWordRemoval,30778,SUMMARY.TXT,0.12912,0.37582,0.19221,3

ROUGE-L+StopWordRemoval,32954,SUMMARY.TXT,0.31168,0.36905,0.33794,4

ROUGE-1+StopWordRemoval,32954,SUMMARY.TXT,0.31323,0.43548,0.36437,4

ROUGE-2+StopWordRemoval,32954,SUMMARY.TXT,0.09846,0.18536,0.12860,4

ROUGE-SU4+StopWordRemoval,32954,SUMMARY.TXT,0.17282,0.21000,0.18960,4

ROUGE-L+StopWordRemoval,31866,SUMMARY.TXT,0.24358,0.40909,0.30535,4

ROUGE-1+StopWordRemoval,31866,SUMMARY.TXT,0.17793,0.56038,0.27010,4

ROUGE-2+StopWordRemoval,31866,SUMMARY.TXT,0.09782,0.24053,0.13908,4

ROUGE-SU4+StopWordRemoval,31866,SUMMARY.TXT,0.13888,0.27224,0.18393,4

ROUGE-L+StopWordRemoval,30777,SUMMARY.TXT,0.28696,0.37519,0.32519,3

ROUGE-1+StopWordRemoval,30777,SUMMARY.TXT,0.22786,0.54373,0.32114,3

ROUGE-2+StopWordRemoval,30777,SUMMARY.TXT,0.12477,0.27378,0.17142,3

ROUGE-SU4+StopWordRemoval,30777,SUMMARY.TXT,0.15265,0.30149,0.20268,3

ROUGE-L+StopWordRemoval,31987,SUMMARY.TXT,0.30652,0.57388,0.39961,3

ROUGE-1+StopWordRemoval,31987,SUMMARY.TXT,0.25237,0.68621,0.36902,3

ROUGE-2+StopWordRemoval,31987,SUMMARY.TXT,0.13698,0.33660,0.19472,3

ROUGE-SU4+StopWordRemoval,31987,SUMMARY.TXT,0.16825,0.35803,0.22893,3

ROUGE-L+StopWordRemoval,31608,SUMMARY.TXT,0.34816,0.43919,0.38841,4

ROUGE-1+StopWordRemoval,31608,SUMMARY.TXT,0.27910,0.52778,0.36511,4

ROUGE-2+StopWordRemoval,31608,SUMMARY.TXT,0.14847,0.23956,0.18332,4

ROUGE-SU4+StopWordRemoval,31608,SUMMARY.TXT,0.19839,0.25151,0.22182,4

ROUGE-L+StopWordRemoval,32939,SUMMARY.TXT,0.35784,0.32319,0.33963,3

ROUGE-1+StopWordRemoval,32939,SUMMARY.TXT,0.23858,0.44004,0.30941,3

ROUGE-2+StopWordRemoval,32939,SUMMARY.TXT,0.16634,0.17241,0.16932,3

ROUGE-SU4+StopWordRemoval,32939,SUMMARY.TXT,0.22264,0.19681,0.20893,3

ROUGE-L+StopWordRemoval,31050,SUMMARY.TXT,0.29422,0.45281,0.35668,3

ROUGE-1+StopWordRemoval,31050,SUMMARY.TXT,0.25681,0.56858,0.35381,3

ROUGE-2+StopWordRemoval,31050,SUMMARY.TXT,0.13165,0.23799,0.16953,3

ROUGE-SU4+StopWordRemoval,31050,SUMMARY.TXT,0.18009,0.24400,0.20723,3

ROUGE-L+StopWordRemoval,31292,SUMMARY.TXT,0.23946,0.56184,0.33580,3

ROUGE-1+StopWordRemoval,31292,SUMMARY.TXT,0.18634,0.68664,0.29314,3

ROUGE-2+StopWordRemoval,31292,SUMMARY.TXT,0.11025,0.35338,0.16806,3

ROUGE-SU4+StopWordRemoval,31292,SUMMARY.TXT,0.13487,0.35421,0.19536,3

ROUGE-L+StopWordRemoval,32140,SUMMARY.TXT,0.36454,0.47744,0.41342,3

ROUGE-1+StopWordRemoval,32140,SUMMARY.TXT,0.35324,0.57769,0.43841,3

ROUGE-2+StopWordRemoval,32140,SUMMARY.TXT,0.16915,0.26886,0.20766,3

ROUGE-SU4+StopWordRemoval,32140,SUMMARY.TXT,0.23599,0.28151,0.25675,3

ROUGE-L+StopWordRemoval,32020,SUMMARY.TXT,0.30433,0.68015,0.42050,3

ROUGE-1+StopWordRemoval,32020,SUMMARY.TXT,0.16238,0.72706,0.26548,3

ROUGE-2+StopWordRemoval,32020,SUMMARY.TXT,0.12080,0.45804,0.19119,3

ROUGE-SU4+StopWordRemoval,32020,SUMMARY.TXT,0.13995,0.45193,0.21371,3

ROUGE-L+StopWordRemoval,32141,SUMMARY.TXT,0.38626,0.29310,0.33329,4

ROUGE-1+StopWordRemoval,32141,SUMMARY.TXT,0.43897,0.43412,0.43653,4

ROUGE-2+StopWordRemoval,32141,SUMMARY.TXT,0.24163,0.17045,0.19990,4

ROUGE-SU4+StopWordRemoval,32141,SUMMARY.TXT,0.31914,0.18940,0.23772,4

ROUGE-L+StopWordRemoval,32380,SUMMARY.TXT,0.27718,0.46745,0.34800,3

ROUGE-1+StopWordRemoval,32380,SUMMARY.TXT,0.25430,0.56078,0.34992,3

ROUGE-2+StopWordRemoval,32380,SUMMARY.TXT,0.12936,0.30045,0.18085,3

ROUGE-SU4+StopWordRemoval,32380,SUMMARY.TXT,0.16722,0.32270,0.22029,3

ROUGE-L+StopWordRemoval,31290,SUMMARY.TXT,0.27023,0.58151,0.36899,3

ROUGE-1+StopWordRemoval,31290,SUMMARY.TXT,0.22317,0.64780,0.33198,3

ROUGE-2+StopWordRemoval,31290,SUMMARY.TXT,0.11780,0.31912,0.17208,3

ROUGE-SU4+StopWordRemoval,31290,SUMMARY.TXT,0.14951,0.31333,0.20243,3

ROUGE-L+StopWordRemoval,31058,SUMMARY.TXT,0.41008,0.44177,0.42533,4

ROUGE-1+StopWordRemoval,31058,SUMMARY.TXT,0.37322,0.53922,0.44112,4

ROUGE-2+StopWordRemoval,31058,SUMMARY.TXT,0.26149,0.21499,0.23597,4

ROUGE-SU4+StopWordRemoval,31058,SUMMARY.TXT,0.30892,0.24323,0.27217,4

ROUGE-L+StopWordRemoval,31850,SUMMARY.TXT,0.36698,0.47026,0.41225,4

ROUGE-1+StopWordRemoval,31850,SUMMARY.TXT,0.29379,0.56799,0.38727,4

ROUGE-2+StopWordRemoval,31850,SUMMARY.TXT,0.15035,0.26847,0.19275,4

ROUGE-SU4+StopWordRemoval,31850,SUMMARY.TXT,0.20478,0.27920,0.23627,4

ROUGE-L+StopWordRemoval,32148,SUMMARY.TXT,0.31208,0.41587,0.35658,3

ROUGE-1+StopWordRemoval,32148,SUMMARY.TXT,0.32273,0.55425,0.40793,3

ROUGE-2+StopWordRemoval,32148,SUMMARY.TXT,0.13433,0.22157,0.16726,3

ROUGE-SU4+StopWordRemoval,32148,SUMMARY.TXT,0.19777,0.25175,0.22152,3

ROUGE-L+StopWordRemoval,31970,SUMMARY.TXT,0.30575,0.39799,0.34583,3

ROUGE-1+StopWordRemoval,31970,SUMMARY.TXT,0.28368,0.54034,0.37204,3

ROUGE-2+StopWordRemoval,31970,SUMMARY.TXT,0.15334,0.23747,0.18635,3

ROUGE-SU4+StopWordRemoval,31970,SUMMARY.TXT,0.20663,0.25361,0.22772,3

ROUGE-L+StopWordRemoval,32149,SUMMARY.TXT,0.28007,0.43327,0.34022,4

ROUGE-1+StopWordRemoval,32149,SUMMARY.TXT,0.25647,0.56036,0.35189,4

ROUGE-2+StopWordRemoval,32149,SUMMARY.TXT,0.12553,0.21841,0.15943,4

ROUGE-SU4+StopWordRemoval,32149,SUMMARY.TXT,0.17987,0.25995,0.21262,4

ROUGE-L+StopWordRemoval,32025,SUMMARY.TXT,0.30431,0.52301,0.38475,4

ROUGE-1+StopWordRemoval,32025,SUMMARY.TXT,0.30405,0.62661,0.40943,4

ROUGE-2+StopWordRemoval,32025,SUMMARY.TXT,0.18466,0.31796,0.23364,4

ROUGE-SU4+StopWordRemoval,32025,SUMMARY.TXT,0.23028,0.32370,0.26911,4

ROUGE-L+StopWordRemoval,31610,SUMMARY.TXT,0.32931,0.51357,0.40130,3

ROUGE-1+StopWordRemoval,31610,SUMMARY.TXT,0.28184,0.64538,0.39234,3

ROUGE-2+StopWordRemoval,31610,SUMMARY.TXT,0.12157,0.24355,0.16218,3

ROUGE-SU4+StopWordRemoval,31610,SUMMARY.TXT,0.16688,0.27454,0.20758,3

ROUGE-L+StopWordRemoval,31059,SUMMARY.TXT,0.32261,0.35348,0.33734,4

ROUGE-1+StopWordRemoval,31059,SUMMARY.TXT,0.35887,0.48372,0.41205,4

ROUGE-2+StopWordRemoval,31059,SUMMARY.TXT,0.15028,0.16375,0.15673,4

ROUGE-SU4+StopWordRemoval,31059,SUMMARY.TXT,0.21847,0.18797,0.20207,4

ROUGE-L+StopWordRemoval,32389,SUMMARY.TXT,0.22141,0.38918,0.28225,3

ROUGE-1+StopWordRemoval,32389,SUMMARY.TXT,0.21188,0.53864,0.30413,3

ROUGE-2+StopWordRemoval,32389,SUMMARY.TXT,0.04585,0.09028,0.06081,3

ROUGE-SU4+StopWordRemoval,32389,SUMMARY.TXT,0.11193,0.17909,0.13776,3

ROUGE-L+StopWordRemoval,31851,SUMMARY.TXT,0.47387,0.44912,0.46116,4

ROUGE-1+StopWordRemoval,31851,SUMMARY.TXT,0.37625,0.51613,0.43523,4

ROUGE-2+StopWordRemoval,31851,SUMMARY.TXT,0.25864,0.27425,0.26622,4

ROUGE-SU4+StopWordRemoval,31851,SUMMARY.TXT,0.31898,0.27893,0.29761,4

ROUGE-L+StopWordRemoval,32144,SUMMARY.TXT,0.29256,0.54278,0.38019,3

ROUGE-1+StopWordRemoval,32144,SUMMARY.TXT,0.21689,0.67609,0.32843,3

ROUGE-2+StopWordRemoval,32144,SUMMARY.TXT,0.09775,0.32254,0.15003,3

ROUGE-SU4+StopWordRemoval,32144,SUMMARY.TXT,0.14205,0.38310,0.20725,3

ROUGE-L+StopWordRemoval,31053,SUMMARY.TXT,0.27195,0.56795,0.36779,3

ROUGE-1+StopWordRemoval,31053,SUMMARY.TXT,0.19106,0.66045,0.29638,3

ROUGE-2+StopWordRemoval,31053,SUMMARY.TXT,0.11640,0.37928,0.17814,3

ROUGE-SU4+StopWordRemoval,31053,SUMMARY.TXT,0.14586,0.38267,0.21121,3

ROUGE-L+StopWordRemoval,32021,SUMMARY.TXT,0.26047,0.48670,0.33934,4

ROUGE-1+StopWordRemoval,32021,SUMMARY.TXT,0.23266,0.58569,0.33303,4

ROUGE-2+StopWordRemoval,32021,SUMMARY.TXT,0.12669,0.31392,0.18052,4

ROUGE-SU4+StopWordRemoval,32021,SUMMARY.TXT,0.16794,0.31567,0.21924,4

ROUGE-L+StopWordRemoval,32384,SUMMARY.TXT,0.30617,0.56645,0.39749,3

ROUGE-1+StopWordRemoval,32384,SUMMARY.TXT,0.24955,0.70720,0.36892,3

ROUGE-2+StopWordRemoval,32384,SUMMARY.TXT,0.14138,0.34848,0.20115,3

ROUGE-SU4+StopWordRemoval,32384,SUMMARY.TXT,0.18169,0.35981,0.24145,3

ROUGE-L+StopWordRemoval,32143,SUMMARY.TXT,0.31439,0.46601,0.37547,3

ROUGE-1+StopWordRemoval,32143,SUMMARY.TXT,0.27391,0.58681,0.37348,3

ROUGE-2+StopWordRemoval,32143,SUMMARY.TXT,0.14122,0.25971,0.18295,3

ROUGE-SU4+StopWordRemoval,32143,SUMMARY.TXT,0.19381,0.28780,0.23163,3

ROUGE-L+StopWordRemoval,31979,SUMMARY.TXT,0.42829,0.36190,0.39231,3

ROUGE-1+StopWordRemoval,31979,SUMMARY.TXT,0.41925,0.45566,0.43670,3

ROUGE-2+StopWordRemoval,31979,SUMMARY.TXT,0.24803,0.19310,0.21715,3

ROUGE-SU4+StopWordRemoval,31979,SUMMARY.TXT,0.29565,0.22289,0.25417,3

ROUGE-L+StopWordRemoval,31857,SUMMARY.TXT,0.33291,0.46231,0.38708,4

ROUGE-1+StopWordRemoval,31857,SUMMARY.TXT,0.28133,0.55215,0.37274,4

ROUGE-2+StopWordRemoval,31857,SUMMARY.TXT,0.14904,0.25831,0.18902,4

ROUGE-SU4+StopWordRemoval,31857,SUMMARY.TXT,0.20264,0.25933,0.22751,4

ROUGE-L+StopWordRemoval,31618,SUMMARY.TXT,0.32247,0.54733,0.40583,3

ROUGE-1+StopWordRemoval,31618,SUMMARY.TXT,0.24219,0.60227,0.34546,3

ROUGE-2+StopWordRemoval,31618,SUMMARY.TXT,0.07372,0.37130,0.12302,3

ROUGE-SU4+StopWordRemoval,31618,SUMMARY.TXT,0.13941,0.36180,0.20127,3

ROUGE-L+StopWordRemoval,32825,SUMMARY.TXT,0.24944,0.37528,0.29968,3

ROUGE-1+StopWordRemoval,32825,SUMMARY.TXT,0.28136,0.52475,0.36631,3

ROUGE-2+StopWordRemoval,32825,SUMMARY.TXT,0.10131,0.16402,0.12525,3

ROUGE-SU4+StopWordRemoval,32825,SUMMARY.TXT,0.18275,0.20318,0.19243,3

ROUGE-L+StopWordRemoval,31617,SUMMARY.TXT,0.29847,0.32734,0.31224,4

ROUGE-1+StopWordRemoval,31617,SUMMARY.TXT,0.36664,0.48559,0.41782,4

ROUGE-2+StopWordRemoval,31617,SUMMARY.TXT,0.14400,0.15363,0.14866,4

ROUGE-SU4+StopWordRemoval,31617,SUMMARY.TXT,0.21407,0.20578,0.20984,4

ROUGE-L+StopWordRemoval,31854,SUMMARY.TXT,0.38134,0.52291,0.44104,3

ROUGE-1+StopWordRemoval,31854,SUMMARY.TXT,0.27588,0.63996,0.38555,3

ROUGE-2+StopWordRemoval,31854,SUMMARY.TXT,0.16327,0.30194,0.21194,3

ROUGE-SU4+StopWordRemoval,31854,SUMMARY.TXT,0.20521,0.33000,0.25306,3

ROUGE-L+StopWordRemoval,30886,SUMMARY.TXT,0.32054,0.40252,0.35688,4

ROUGE-1+StopWordRemoval,30886,SUMMARY.TXT,0.36217,0.51229,0.42434,4

ROUGE-2+StopWordRemoval,30886,SUMMARY.TXT,0.16611,0.24703,0.19864,4

ROUGE-SU4+StopWordRemoval,30886,SUMMARY.TXT,0.22096,0.25816,0.23811,4

ROUGE-L+StopWordRemoval,30888,SUMMARY.TXT,0.30690,0.45455,0.36641,3

ROUGE-1+StopWordRemoval,30888,SUMMARY.TXT,0.26713,0.58637,0.36704,3

ROUGE-2+StopWordRemoval,30888,SUMMARY.TXT,0.11812,0.27604,0.16544,3

ROUGE-SU4+StopWordRemoval,30888,SUMMARY.TXT,0.17585,0.31397,0.22544,3

ROUGE-L+StopWordRemoval,31855,SUMMARY.TXT,0.27805,0.40670,0.33029,3

ROUGE-1+StopWordRemoval,31855,SUMMARY.TXT,0.27497,0.51498,0.35851,3

ROUGE-2+StopWordRemoval,31855,SUMMARY.TXT,0.11282,0.21502,0.14799,3

ROUGE-SU4+StopWordRemoval,31855,SUMMARY.TXT,0.14914,0.24143,0.18438,3

ROUGE-L+StopWordRemoval,30887,SUMMARY.TXT,0.32218,0.35635,0.33841,5

ROUGE-1+StopWordRemoval,30887,SUMMARY.TXT,0.30306,0.48097,0.37183,5

ROUGE-2+StopWordRemoval,30887,SUMMARY.TXT,0.11115,0.14543,0.12600,5

ROUGE-SU4+StopWordRemoval,30887,SUMMARY.TXT,0.18846,0.18931,0.18889,5

ROUGE-L+StopWordRemoval,32809,SUMMARY.TXT,0.16840,0.52408,0.25489,3

ROUGE-1+StopWordRemoval,32809,SUMMARY.TXT,0.14692,0.63358,0.23853,3

ROUGE-2+StopWordRemoval,32809,SUMMARY.TXT,0.06303,0.29151,0.10365,3

ROUGE-SU4+StopWordRemoval,32809,SUMMARY.TXT,0.09087,0.31160,0.14071,3

ROUGE-L+StopWordRemoval,31839,SUMMARY.TXT,0.31448,0.46204,0.37424,3

ROUGE-1+StopWordRemoval,31839,SUMMARY.TXT,0.25850,0.59559,0.36052,3

ROUGE-2+StopWordRemoval,31839,SUMMARY.TXT,0.11986,0.25276,0.16261,3

ROUGE-SU4+StopWordRemoval,31839,SUMMARY.TXT,0.17013,0.28126,0.21202,3

ROUGE-L+StopWordRemoval,31040,SUMMARY.TXT,0.21249,0.35095,0.26471,3

ROUGE-1+StopWordRemoval,31040,SUMMARY.TXT,0.25036,0.50000,0.33365,3

ROUGE-2+StopWordRemoval,31040,SUMMARY.TXT,0.07256,0.11991,0.09041,3

ROUGE-SU4+StopWordRemoval,31040,SUMMARY.TXT,0.13614,0.18441,0.15664,3

ROUGE-L+StopWordRemoval,30991,SUMMARY.TXT,0.33437,0.40550,0.36651,4

ROUGE-1+StopWordRemoval,30991,SUMMARY.TXT,0.32346,0.53561,0.40334,4

ROUGE-2+StopWordRemoval,30991,SUMMARY.TXT,0.15559,0.22396,0.18361,4

ROUGE-SU4+StopWordRemoval,30991,SUMMARY.TXT,0.21041,0.24194,0.22508,4

ROUGE-L+StopWordRemoval,32135,SUMMARY.TXT,0.25464,0.54638,0.34738,4

ROUGE-1+StopWordRemoval,32135,SUMMARY.TXT,0.22617,0.67313,0.33858,4

ROUGE-2+StopWordRemoval,32135,SUMMARY.TXT,0.09455,0.30246,0.14407,4

ROUGE-SU4+StopWordRemoval,32135,SUMMARY.TXT,0.13658,0.33805,0.19456,4

ROUGE-L+StopWordRemoval,32378,SUMMARY.TXT,0.26132,0.55424,0.35518,3

ROUGE-1+StopWordRemoval,32378,SUMMARY.TXT,0.27722,0.64970,0.38862,3

ROUGE-2+StopWordRemoval,32378,SUMMARY.TXT,0.13950,0.34134,0.19805,3

ROUGE-SU4+StopWordRemoval,32378,SUMMARY.TXT,0.18156,0.34578,0.23810,3

ROUGE-L+StopWordRemoval,32136,SUMMARY.TXT,0.24509,0.45085,0.31755,4

ROUGE-1+StopWordRemoval,32136,SUMMARY.TXT,0.21496,0.55236,0.30948,4

ROUGE-2+StopWordRemoval,32136,SUMMARY.TXT,0.08129,0.21547,0.11804,4

ROUGE-SU4+StopWordRemoval,32136,SUMMARY.TXT,0.12528,0.24799,0.16646,4

ROUGE-L+StopWordRemoval,32376,SUMMARY.TXT,0.29910,0.39831,0.34164,4

ROUGE-1+StopWordRemoval,32376,SUMMARY.TXT,0.30985,0.54067,0.39394,4

ROUGE-2+StopWordRemoval,32376,SUMMARY.TXT,0.16061,0.24511,0.19406,4

ROUGE-SU4+StopWordRemoval,32376,SUMMARY.TXT,0.22362,0.26841,0.24398,4

ROUGE-L+StopWordRemoval,32134,SUMMARY.TXT,0.34598,0.49528,0.40738,3

ROUGE-1+StopWordRemoval,32134,SUMMARY.TXT,0.36501,0.61527,0.45820,3

ROUGE-2+StopWordRemoval,32134,SUMMARY.TXT,0.18570,0.27039,0.22018,3

ROUGE-SU4+StopWordRemoval,32134,SUMMARY.TXT,0.23681,0.29864,0.26415,3

ROUGE-L+StopWordRemoval,31042,SUMMARY.TXT,0.30131,0.50799,0.37826,3

ROUGE-1+StopWordRemoval,31042,SUMMARY.TXT,0.26666,0.64308,0.37699,3

ROUGE-2+StopWordRemoval,31042,SUMMARY.TXT,0.11928,0.23570,0.15840,3

ROUGE-SU4+StopWordRemoval,31042,SUMMARY.TXT,0.17331,0.27115,0.21146,3

ROUGE-L+StopWordRemoval,31165,SUMMARY.TXT,0.29133,0.44203,0.35119,3

ROUGE-1+StopWordRemoval,31165,SUMMARY.TXT,0.26225,0.57933,0.36105,3

ROUGE-2+StopWordRemoval,31165,SUMMARY.TXT,0.12953,0.21446,0.16151,3

ROUGE-SU4+StopWordRemoval,31165,SUMMARY.TXT,0.17456,0.24235,0.20295,3

ROUGE-L+StopWordRemoval,31846,SUMMARY.TXT,0.40201,0.41667,0.40921,3

ROUGE-1+StopWordRemoval,31846,SUMMARY.TXT,0.37695,0.51795,0.43634,3

ROUGE-2+StopWordRemoval,31846,SUMMARY.TXT,0.22120,0.19457,0.20703,3

ROUGE-SU4+StopWordRemoval,31846,SUMMARY.TXT,0.26747,0.21840,0.24046,3

ROUGE-L+StopWordRemoval,31604,SUMMARY.TXT,0.32771,0.33475,0.33119,3

ROUGE-1+StopWordRemoval,31604,SUMMARY.TXT,0.35727,0.45735,0.40116,3

ROUGE-2+StopWordRemoval,31604,SUMMARY.TXT,0.11046,0.10991,0.11019,3

ROUGE-SU4+StopWordRemoval,31604,SUMMARY.TXT,0.19685,0.16458,0.17927,3

ROUGE-L+StopWordRemoval,31969,SUMMARY.TXT,0.31503,0.41036,0.35643,3

ROUGE-1+StopWordRemoval,31969,SUMMARY.TXT,0.32483,0.57018,0.41387,3

ROUGE-2+StopWordRemoval,31969,SUMMARY.TXT,0.13151,0.19664,0.15761,3

ROUGE-SU4+StopWordRemoval,31969,SUMMARY.TXT,0.19184,0.25208,0.21787,3

ROUGE-L+StopWordRemoval,32936,SUMMARY.TXT,0.33370,0.50245,0.40104,4

ROUGE-1+StopWordRemoval,32936,SUMMARY.TXT,0.27499,0.58549,0.37422,4

ROUGE-2+StopWordRemoval,32936,SUMMARY.TXT,0.14918,0.30714,0.20082,4

ROUGE-SU4+StopWordRemoval,32936,SUMMARY.TXT,0.19744,0.31901,0.24392,4

ROUGE-L+StopWordRemoval,31601,SUMMARY.TXT,0.31857,0.38797,0.34986,4

ROUGE-1+StopWordRemoval,31601,SUMMARY.TXT,0.29331,0.49882,0.36940,4

ROUGE-2+StopWordRemoval,31601,SUMMARY.TXT,0.11582,0.17654,0.13987,4

ROUGE-SU4+StopWordRemoval,31601,SUMMARY.TXT,0.17480,0.21354,0.19224,4

ROUGE-L+StopWordRemoval,31843,SUMMARY.TXT,0.30780,0.50358,0.38207,3

ROUGE-1+StopWordRemoval,31843,SUMMARY.TXT,0.24562,0.59259,0.34729,3

ROUGE-2+StopWordRemoval,31843,SUMMARY.TXT,0.09698,0.31477,0.14828,3

ROUGE-SU4+StopWordRemoval,31843,SUMMARY.TXT,0.15166,0.33773,0.20932,3

ROUGE-L+StopWordRemoval,30874,SUMMARY.TXT,0.43481,0.30718,0.36002,5

ROUGE-1+StopWordRemoval,30874,SUMMARY.TXT,0.43267,0.43721,0.43493,5

ROUGE-2+StopWordRemoval,30874,SUMMARY.TXT,0.22601,0.17853,0.19948,5

ROUGE-SU4+StopWordRemoval,30874,SUMMARY.TXT,0.28505,0.20249,0.23678,5

ROUGE-L+StopWordRemoval,32810,SUMMARY.TXT,0.25928,0.45913,0.33141,4

ROUGE-1+StopWordRemoval,32810,SUMMARY.TXT,0.22732,0.61593,0.33208,4

ROUGE-2+StopWordRemoval,32810,SUMMARY.TXT,0.13682,0.27273,0.18222,4

ROUGE-SU4+StopWordRemoval,32810,SUMMARY.TXT,0.17387,0.28633,0.21636,4

ROUGE-L+StopWordRemoval,32139,SUMMARY.TXT,0.26940,0.47487,0.34377,3

ROUGE-1+StopWordRemoval,32139,SUMMARY.TXT,0.22676,0.61072,0.33073,3

ROUGE-2+StopWordRemoval,32139,SUMMARY.TXT,0.09290,0.23776,0.13360,3

ROUGE-SU4+StopWordRemoval,32139,SUMMARY.TXT,0.14782,0.28108,0.19375,3

ROUGE-L+StopWordRemoval,31844,SUMMARY.TXT,0.37036,0.45249,0.40733,3

ROUGE-1+StopWordRemoval,31844,SUMMARY.TXT,0.35897,0.59323,0.44728,3

ROUGE-2+StopWordRemoval,31844,SUMMARY.TXT,0.16901,0.25062,0.20188,3

ROUGE-SU4+StopWordRemoval,31844,SUMMARY.TXT,0.24323,0.28375,0.26193,3

ROUGE-L+StopWordRemoval,31828,SUMMARY.TXT,0.24980,0.43683,0.31785,3

ROUGE-1+StopWordRemoval,31828,SUMMARY.TXT,0.22400,0.53800,0.31630,3

ROUGE-2+StopWordRemoval,31828,SUMMARY.TXT,0.09758,0.25455,0.14108,3

ROUGE-SU4+StopWordRemoval,31828,SUMMARY.TXT,0.14185,0.27865,0.18799,3

ROUGE-L+StopWordRemoval,32482,SUMMARY.TXT,0.32038,0.43902,0.37043,3

ROUGE-1+StopWordRemoval,32482,SUMMARY.TXT,0.28211,0.60365,0.38452,3

ROUGE-2+StopWordRemoval,32482,SUMMARY.TXT,0.13352,0.28480,0.18181,3

ROUGE-SU4+StopWordRemoval,32482,SUMMARY.TXT,0.16807,0.33646,0.22417,3

ROUGE-L+StopWordRemoval,32480,SUMMARY.TXT,0.28734,0.23580,0.25903,4

ROUGE-1+StopWordRemoval,32480,SUMMARY.TXT,0.36073,0.36294,0.36183,4

ROUGE-2+StopWordRemoval,32480,SUMMARY.TXT,0.12289,0.09341,0.10614,4

ROUGE-SU4+StopWordRemoval,32480,SUMMARY.TXT,0.20377,0.13557,0.16282,4

ROUGE-L+StopWordRemoval,31271,SUMMARY.TXT,0.29460,0.59701,0.39452,3

ROUGE-1+StopWordRemoval,31271,SUMMARY.TXT,0.25129,0.71343,0.37167,3

ROUGE-2+StopWordRemoval,31271,SUMMARY.TXT,0.12137,0.35729,0.18119,3

ROUGE-SU4+StopWordRemoval,31271,SUMMARY.TXT,0.16487,0.38879,0.23155,3

ROUGE-L+StopWordRemoval,31399,SUMMARY.TXT,0.41112,0.48326,0.44428,3

ROUGE-1+StopWordRemoval,31399,SUMMARY.TXT,0.38888,0.55725,0.45808,3

ROUGE-2+StopWordRemoval,31399,SUMMARY.TXT,0.35223,0.32389,0.33747,3

ROUGE-SU4+StopWordRemoval,31399,SUMMARY.TXT,0.36374,0.33581,0.34922,3

ROUGE-L+StopWordRemoval,31036,SUMMARY.TXT,0.29697,0.51256,0.37606,3

ROUGE-1+StopWordRemoval,31036,SUMMARY.TXT,0.28610,0.64731,0.39682,3

ROUGE-2+StopWordRemoval,31036,SUMMARY.TXT,0.13313,0.25818,0.17567,3

ROUGE-SU4+StopWordRemoval,31036,SUMMARY.TXT,0.19246,0.28695,0.23039,3

ROUGE-L+StopWordRemoval,31277,SUMMARY.TXT,0.28109,0.55556,0.37330,3

ROUGE-1+StopWordRemoval,31277,SUMMARY.TXT,0.23233,0.69384,0.34810,3

ROUGE-2+StopWordRemoval,31277,SUMMARY.TXT,0.10347,0.29337,0.15298,3

ROUGE-SU4+StopWordRemoval,31277,SUMMARY.TXT,0.14738,0.31894,0.20161,3

ROUGE-L+StopWordRemoval,32248,SUMMARY.TXT,0.20119,0.39080,0.26563,3

ROUGE-1+StopWordRemoval,32248,SUMMARY.TXT,0.17703,0.68463,0.28132,3

ROUGE-2+StopWordRemoval,32248,SUMMARY.TXT,0.10717,0.45045,0.17314,3

ROUGE-SU4+StopWordRemoval,32248,SUMMARY.TXT,0.14740,0.50402,0.22809,3

ROUGE-L+StopWordRemoval,31038,SUMMARY.TXT,0.42696,0.48718,0.45508,4

ROUGE-1+StopWordRemoval,31038,SUMMARY.TXT,0.36765,0.54688,0.43970,4

ROUGE-2+StopWordRemoval,31038,SUMMARY.TXT,0.31824,0.30812,0.31310,4

ROUGE-SU4+StopWordRemoval,31038,SUMMARY.TXT,0.33199,0.31241,0.32190,4

ROUGE-L+StopWordRemoval,32004,SUMMARY.TXT,0.22656,0.42446,0.29543,4

ROUGE-1+StopWordRemoval,32004,SUMMARY.TXT,0.14437,0.56222,0.22974,4

ROUGE-2+StopWordRemoval,32004,SUMMARY.TXT,0.08684,0.26818,0.13120,4

ROUGE-SU4+StopWordRemoval,32004,SUMMARY.TXT,0.12058,0.29543,0.17126,4

ROUGE-L+StopWordRemoval,31950,SUMMARY.TXT,0.23929,0.50932,0.32560,5

ROUGE-1+StopWordRemoval,31950,SUMMARY.TXT,0.19752,0.61061,0.29849,5

ROUGE-2+StopWordRemoval,31950,SUMMARY.TXT,0.07782,0.21639,0.11448,5

ROUGE-SU4+StopWordRemoval,31950,SUMMARY.TXT,0.11856,0.25745,0.16235,5

